review_text,sentiment
"Sudah beberapa kali ke pos pusat Madiun, pelayanan baik. Pernah waktu ngirim mepet jam tutup. Tapi kurirnya ramah"", & karena alamat rumah saya lumayan jauh dari pos pusat akhirnya diberi kontak kurir, agar bisa dijemput saja barangnya. Dan selama ini kurir yg menjemput barang selalu ramah & sabar walaupun hanya 1 barang tapi tetap mau ambil.",positive
Murah dan pelayanan ramah. Terutama bapak securitynya terimakasih,positive
Nggak banyak antrian,positive
"tanya gan, utk pelayanan krim barang buka sampai jam berapa ya?",positive
Kurir nya ramah dan baik dan pelayanan nya bagus suka banget sama respon nya,positive
"Jasa pengiriman yang paling cepat, paling murah, dan paling terpercaya",positive
Keren tempatnya sudah sangat bagus rapih ..pelayanan cepat dan orangnya ramah..bangunan heritage...,positive
"Maaaaaannntaaaabbbbb....
Jos......",positive
"Pelayanan memuaskan, semoga bisa kembali berjaya seperti dulu lagi 👌 …",positive
Sangat membantu,positive
pelayanan sekarang kumplit ga cuma kirim surat n paket tapi jg bisa kirim uang dan bayar macam2 tagihan,positive
Cepet banget. Beda sama jasa logistik lain..,positive
"Tempat dimana kita bisa mengirimkan Paket dan dokumen ke mana saja di Indonesia dan Ke Luar Negeri. Bisa bayar Pajak, bisa bayar listrik, bisa kirim Uang dan masih banyak lagi.",positive
Tempat tujuan kalo butuh kirim paket malem2,positive
Pelayanan terbaik,positive
Pelayanan cepat dan petugasnya ramah sangat membantu sekali,positive
Kantor Pos Semarang,positive
"Pegawainya banyak, ramah, tempat luas, nyaman",positive
"Kantor pos peninggalan yang sangat bagus, masih beroperasi penuh",positive
Layanan memuaskan,positive
"Mohon maaf, sempat sudzon karena paket sampai begitu lama, tp akhirnya sampai jg. Puas dengan pelayanan kantor pos Semarang. Terima kasih, salam sehat, dan sukses selalu",positive
Bersih dan ga antri,positive
"Lokasinya di jalan utama dekat dengan Alun-Alun kota sehingga sangat mudah untuk ditemukan, parkiran cukup luas. Tempat ini luas dalam nya, cuma sering sekali sepi di waktu-waktu tertentu. Pelayanannya cepat dan murah.
Saya mengirim barang ke Luar negeri, dan menurut saya mengirim lewat kantor pos lebih murah dibandingkan mengirim dari expedisi lain.",positive
Pelayanan oke,positive
"Bersih, rapi terawat, terlihat lebih modern dibandingkan kantor pos beberapa tahun yang lalu. Stafnya ramah dan sangat membantu!",positive
Bersih & nyaman,positive
Tersedia layanan BST di depannya,positive
"Petugas ramah, pelayanan cepat 👍 …",positive
"Ini Satu- satunya Kantor Pos Pusat di kota bengawan atau di Surakarta atau di Solo, yang sebagai pusat kantor pos dari kantor pos cabang di seluruh Surakarta.",positive
Tetap favorit..hari libur nasional tetap buka,positive
Pelayanan cepat dan ramah,positive
"Pelayanan ramah, luas , adem, bersih.",positive
"Bersih, nyaman, pelayanan baik dan ramah.",positive
Pelayanan untuk leges materai sangat baik dan cepat,positive
Yg saya suka dri pos adalah kantornya yg indentik dg bangunan kuno n pnya nilai histori sejarah sprti di jemur sari n kebon rojo yg mrupakan sekolah bung karno dulu..adem n seolah2 sya brhalu dzaman dahulu^_^....gedung bersejarah msih trjaga dg baik,positive
"Tempat luas, loket banyak. Nuansa bangunan clasic serta artistic",positive
Petugasnya cantik cantik,positive
"Wah...buat kirim2 barang surat..dari dulu sudah terkenal ini mah, gedung nya apalagi...bagus..banget... ayo ke kantor pos aja..",positive
"kantor pos pusat atau sering disebut juga kantor pos besar kebon rojo, karena memang letaknya di jalan kebon rojo, adalah kantor pos yang sudah melewati masa jaya-jayanya, karena di era digital ini sudah jauh berkurang aktifitasnya, dulu saat lebaran, kartu ucapan lebaran sampai menggunung, sekarang mungkin sudah tak ada lagi, tapi setidaknya bangunan kolonial bisa sebagai cagar budaya, yang tak ternilai harganya",positive
Ikonik | Cepat | Pos,positive
Bagus tempatnya sekarang,positive
"Kalau saya sih sukak nya di gedung nya sih yaa.
Peninggalan jaman kolonial masih kokoh dan terawat dengan baik. Salah satu gedung yg punya s jarah panjang di surabaya.
Untuk pelayanan yaa bagus laa ada customer servisnya juga. Sama laa dengan kantor pos kantor pos biasanya.",positive
Mohon untuk beberapa oknum tukang parkir kantor pos kebunrojo SBY agar sikapnya lebih ramah lagi. Sudah banyak customer pada komplain mengenai sikap mereka yg angkuh.,positive
"pelayanan ramah, tempat bersih sekali,parkiran luas",positive
Untuk pengambilan uang kiriman western union batas waktu sampai jam berapa kak?,positive
Bangunan cagar budaya surabaya...😁🤟🏼 …,positive
"Bagian dalam kantor pos kebonrojo sungguh sangat bagus, penuh cerita, dan penuh kenangan jaman dulu
Pernah jadi tempat sekolah Presiden pertama RI
Gak bosen main kesini berulang kali",positive
"Kantor Pos Besar Surabaya yg dibangun thn 1916, bergaya arsitektur kolonial , mewakili era awal gaya Art Deco , akan menjadi sebuah creative hub, melalui proyek adaptive reuse .

Sayap timur gedung ini adalah bekas sekolah SD mantan Presiden RI pertama, Soekarno",positive
salah satu bangunan bersejarah yang cukup ikonik di kota Surabaya,positive
Tempat strategis dan buka loket pelayanan lebih panjang waktunya.......transaksi bisa kapan saja....💯👍 …,positive
"Saya jarang pergi ke kantor pos sekarang. Baru sadar bahwa kantor pos tangerang kini buka 24 jam. Wah bagus. Ha ha

Staf gerbang sangat membantu ketika saya bertanya ke mana saya harus pergi.
Nama staf liontin berangin sangat membantu dan baik hati membantu kebutuhan saya. Terima kasih

Parkir cukup bagus di sini.
Kebersihan juga bagus",positive
"Pelayanannya sangat bagus termasuk jangkauannya saor pelosok indonesia,banyak pilihan produk,dan petugasnya ramah2..top markocop deh.",positive
"Saya ingin teman2 yang berada di sekitar kantor pos tangerang untuk melakukan transaksi keuangan kalian,dari bayar tagihan listrik,PDAM,angsuran kendaraan bermotor dll serta jasa pengiriman dari mulai dokumen sampai kendaraan bermotor baik kiriman domestik maupun international,dgn kata lain dari logistik hingga jasa keuangan ada loh.....ngapain sih harus banyak tempat ""kan bikin repot"" ke kantor pos aja gak usah pake repot..👍",positive
"Dengan pelayanan di loket yang selalu ramah,dan para pengantar yg ramah2 serta handal Kami siap mengantar kiriman cepat dan tepat.",positive
Tempatnya nyaman dan pegawainya ramah dan cantik cantik,positive
"Kasirnya ramah dan hari minggu  dan hari libur nasional ternyata kantor pos buka..
Alhamdulillah dapet hadiah undian juga.. Makasih yaa",positive
Tarifnya murah,positive
Pelayanan nya rama dan tempat nya nyaman,positive
Kantor Pos Tangerang sekarang lebih tertata rapi dan nyaman untuk bertransaksi... terimakasih PT Posindo,positive
Pelayanan kantor pos tangerang sudah bagus kiriman cepat sampai dan kurirnya ramah,positive
"Hampir tiap minggu pakai jasa pos, dan rutin ke kantor pos Tangerang. Pelayanannya oke dan mudah :)",positive
"Pelayanan ramah,bisa pickup kiriman juga ga perlu cape2 datang ke Kantor Pos",positive
Terbaiiiik.....,positive
Saya puas menggunakan jasa layanan pos,positive
"Kantor Pos Indonesia Tangerang 15000
Tempatnya strategis ,nyaman ,aman bagi karyawan dan masyarakat
Mantap om encang encing enya babe",positive
"Pengiriman nya sesuai waktu, pelayanannya ramah",positive
"Kantornya adem,udah serasa di bank",positive
"Kantor pos makin keren hari minggu dan libur nasional tetap buka layanan.
Petugas nya ramah².
Melayani dengan penuh tanggung jawab 😊😊. …",positive
"Pelayanan baik, cepat dan ramah",positive
"Pelayanan'y sangat ramah,kurir'y pun amanah & ramah..
Kantor pos semakin keren,karna hari libur/libur nasional tetap melayani..
Semoga makin juara pos indonesia 💪🙂 …",positive
"pelayanannya cepat, petugasnya ramah, buka setiap hari,  recomended deh buat sahabat2 yg  hanya ada waktu luang pas tgl merah dan hr minggu, krn ktr pos tetap buka,,,sukses untuk pos indonesia 👍👍👍👍 …",positive
"Saya ambil rekening Google Adsense Disini. Datang lapor ke satpam, lalu diarahkan ke loket. Kemudian diarahkan ke bawah untuk ambil di bagian pengiriman barang.",positive
Lokasinya strategis..tellernya ramah2,positive
Pelayanannya mantap jiwa,positive
"Minggu dan hari libur saja buka nih kantor, keren ...jadi bisa kirim surat, barang dan bayar apa za ga jd halangan. Mantap. Sukses  selalu. Tingkatkan lagi pelayananya ya..",positive
kantornya sangat bagus.. adalah rumah terbaik,positive
"Untung hari libur nasional dan minggu tetap buka, ngga usah cuti kalo mau pembayaran ke kantor pos",positive
"All in one work, sekali datang membereskan banyak urusan, kirim barang, bayar tagihan bulanan, transfer uang ke semua bank bisa, jadi tidak banyak waktu terbuang harus ke tempat yang lainnya, semua bisa disini mantaplah",positive
Petugas nya ramah2,positive
"Jasa kurir terbaik adalah yang terbaik, prinsipal terbaik..",positive
Kantor pos tangerang oke banget...,positive
Tempat pembayaran paling menyenangkan,positive
Mantaps neh kantor pos tangerang,positive
Jangkauannya sampe pelosok negeri,positive
Kantor pos luar biasa,positive
"Kantor pos tangerang luar biasa sangat baik.
Sukses terus untuk kantor pos Indonesia tangerang",positive
Mantul lah pelayanannya.. . ..,positive
"Salam sehat dan semangat selalu buat PT Pos Indonesia, semua bisa dilakukan di kantor pos dari pembayaran, kirim uang, kirim paket dan masih banyak lagi, dan yang perlu diingat hari libur juga tetap buka 👏 Ayoo ke kantor pos aja 👌 …",positive
Kantorny lebih besar untuk loket juga banyak jadi cepat dilayani. Saya sudah berlangganan pos sejak lama. Terimakasih pt pos indonesia 🙏 …,positive
"Jam pelayanan hingga malam sehingga mempermudah kami yg bisnis online untuk mengirim barang dimalam hari, barang sampai tepat waktu, barang yg kita kirim dapat ditracking dengan mudah sehingga kita tidak perlu khawatir dimana posisi barang yg kita kirim, terimakasih kantor pos👍 …",positive
Pelayanan sangat bagus dan baik dan sekarang kantor pos sudah bisa pickup secara gratis lho!!! Jadi ayo banggakan logistik Indonesia punya lho,positive
"Sekarang kantor pos hebat ya, baru kamaren dikirim sekarang sudah sampai. Terimakasih Pak Pos",positive
Keamanan sangat membantu dan layanan staf konter sangat cepat. Lanjutkan kerja baikmu!! 👍👍👍 …,positive
Tarif pengiriman murah untuk paket biasa,positive
Hari minggu & libur tetap buka.. termasuk libur hari lebaran pertama kemarin,positive
Bangga kirim surat dan paket di kantor pos cepat dan ramah pelayanannya,positive
Kantor pos tangerang sekarang sudah bagus dan kirimannya cepat sampai.,positive
Pelayanan kantor pos Tangerang kini semakin baik.,positive
Kantor pos tangerang semakin baik pelayanannya semoga semakin jaya.... Puas memakai jasa pos👍👍👍👍 …,positive
Kantor pos Tangerang semakin bagus pelayanan nya.. Semoga kantor pos Tangerang jaya👏👍👍👍👍 …,positive
Alhamdulillah sekarang kantor pis Tigaraksa hari minggu dan hari libur nasional buka loket sehingga publik bisa bayar apa saja...teimakasih,positive
"Pelayanan yang istimewa, cepat, tepat dan hebat

I love you pos Indonesia",positive
"Nyaman, tellernya ramah2",positive
"Cukup nyaman,kinerja standar lah..namanya jga layanan subsidi...sip mantap lah..cukup berguna banyak layanan sosialnya buat masyarakat jga...",positive
"Alhamdulillah, selesai pulang dr pabrik mo bayar cicilan motor udh lewat jatuh tempo, kantor pos msh buka, semoga minggu buka lebih lama",positive
Pengiriman via kantor pos sekarang lebih cepat.semoga amanah dan konsisten selau,positive
Terima kasih atas pelayanan kantor pos,positive
"Selalu kirim pake pos, Alhamdulillah ngga pernah kena kendala selalu cepet sampai 🥰👍👍👍 …",positive
Ayo ke kantor pos,positive
Pelayanannya bagus. Alhamdulillah g pernah telat. Dari zaman pakai prangko sampai sekarang pakai pos ekspress selalu menggunakan jasa PT. Pos Indonesia . Tiada duanya....❤️❤️❤️,positive
Kantor pos pelayanannya yg sangat baik...TOP BGT DEH,positive
"Dibanding jastip swasta,bagus pos lah",positive
Kantor Pos Ok Maju Prestasi jangkauannya luas.,positive
Pos emg hebat... Alamat salah jg nyampe....!!!!,positive
"Kantor pos sekarang sudah bagus dari pelayanan,kiriman cepat sampai saya puas",positive
"Lengkap, cepat dan baik pelayanannnya",positive
"Perusahaan kurir dan logistik banyak, namun yang handal dalam mensupport bisnis sampai ke ujung-ujung Negeri dan Dunia hanya PT Pos Indonesia, semoga PT Pos Indonesia selalu terdepan ...🙏🙏 …",positive
"Pelayanan memuaskan, petugassangat ramah termakasih",positive
"Kantor pos Terbaik,tidak perlu ragu lagi kita untuk menggunakan jasa pos.💯👍 …",positive
"Bangunan lama tapi estetik, tengah kota,bagus, besar, parkirnya bagian dalam, kesana lagi sepi",positive
"Dulu ke sini tempatnya masih bagus dan terawat, karena bangunan ini di jadikan bangnan Cagar Budaya, di dalam juga banyak petugas yang melayani dan ada petugas keamanan juga di dalam kantor pos ini.

Dulu sewaktu kecil suka kirim undian dari produk susu dan saya masukkan ke kotak oranye yang ada di luar kantor pos, saya tidak tau dulu pengirimannya gratis atau tidak, karena dulu ada kotak oranye yang di taruh di luar ruangan yang masih di fungsikan untuk memasukkan surat dan entah dikirim atau tidak saya kurang tau.

Setau saya dulu bayarnya pakai perangko, jadi beli perangko dulu. Jadi kalo ada surat pakai perangko seharusnya dikirim.

Di sini juga ada ruangan khusus filateli, ada beberapa koleksi perangko entah bisa di beli atau tidak, karena saya kesana hanya melihat lihat saja.",positive
Saya suka tempat ini. kantor pos indonesia,positive
Kirim pos disini aja. Bangunannya juga aestetic,positive
"Pelayanan ramah dan cepat..
Datang jam 5 sore situasi tidak terlalu antri",positive
"Tempatnya luas, nyaman, dan pelayanan ramah",positive
"Bagian belakang pos bisa jadi tempat parkir bagi pengunjung sekitar Malioboro, ada WC berbayar",positive
Pelayanan nya sangat memuaskan..mulai dr security..cs maupun bagian pelayanan depan...,positive
Arsitektur bangunan kantor pos ini luar biasa ... nuansa bangunan sekilas mirip-mirip bangunan gaya Eropa ...,positive
"Kantor Pos dengan pelayanan yang bagus.
Cocok bagi orang2 yang menyukai Arsitektur Kolonial, karena bangunannya masih terawat dengan baik.",positive
"Tempatny Mewah,sanat luas dan Ramah pelayanany. Terima kasih",positive
Nyaman,positive
Pelayanan cepat,positive
"Staf-stafnya ramah.
Pengiriman cepat.
Recommended.
👍👍 …",positive
Terletak dekat titik 0 Km Yogyakarta. Kantor Pos Besar ini menepati gedung tua masa Kolonial Belanda. Letaknya yang dekat dengan persimpangan jalan Malioboro membuat banyak turis asing maupun domestik berswa foto di depan bangunannya yang epic dan legend. Tempat ini juga tidak jauh dari Alun-alun Utara dan Kesultanan Yogyakarta.,positive
"Salah satu gedung tua di Kota Yogyakarta, dekat Bank Indonesia dan Nol KM.

Kantor Pos dibagi menjadi 3 area,
- Kafe “Kopi Pak Pos”
- Daerah pelayaran
- Bebakulan Jogja

Depan Kantor Pos bisa jadi spot foto para wisatawan 👌🏻

Tempat parkir ada di samping gedung",positive
Lumayan antri. Tapi pelayanan cukup baik. Bagunannya cukup bagus dan terawat,positive
"Tempatnya masih terawat, bagus, sekarang minggupun buka, pelayanana oke, pengiriman cepat",positive
"kantor pos yg ada di titik 0km jogja adalah kantor pos pusat,,selain masih beroperasional di pagi hari,,tempat ini juga merupakan destinasi wisata foto di malam hari,,banyak wisatawan lokal yg selalu menyempatkan diri unt sekedar berfoto di depan kantor pos besar.",positive
Layanan 24 jam nya bikin yang mau ngejar orderan jadi semangat. Ruangannya bagus.,positive
Bangunanan kolonial yang masih terpakai dan terawat dengan baik,positive
"Asri, bangunannya terawat baik",positive
Layanan yang Ramah,positive
"Kantor pelayanan buka hingga pukul 19.00 malam... Berdiri pada bangunan tempo dulu, masih ingat klo kesini suka diantar orang tua.. duhh klo ingat waktu itu!! ;)
Untuk tempatnya luas dan nyaman... sejauh ini, pegawainya juga ramah²",positive
Luas lega antik,positive
Pelayanan mantap,positive
"Kantor Pos Bandung Asia Afrika, selain bisa untuk pengiriman surat dokumen dan paket di sini pun melayani :
- penjualan materei
- legalisir surat pengurusan negara/pemerintah, di loket 16 tutup jam 7 malam

terdapat customer service Bank BTN di sebelah kiri, ada atmnya juga.

Kalau mau ke loket biasa perlu ambil antrian di mesin antrian dekat pintu masuk, ada security juga yang menjaga dan membantu pelanggan ketika masuk ruangan.

Kursi tempat duduk menunggu juga sudah tersedia di bagian tengah lobby.

Untuk pembayaran sudah tersedia QRIS, jadi tinggal scan dan bayar saja.",positive
"Tempat bersejarah terletak di depan masjid agung, walaupun bangunan lama tapi masih tetap terawat",positive
"Kesini tanggal 24 Mei 2023 kemarin buat legalisir dokumen untuk ke pengadilan. Prosesnya cepet dan ga harus antri, langsung ke loket 2 aja. Tidak dipungut biaya, baiknya siapkan materai di dokumen yang mau di legalisir, kalaupun gabawa di sana disediakan juga ko jadi nanti hanya bayar biaya materainya saja.",positive
Utk kiriman kilat oke,positive
"Kantor pusat PT Pos Indonesia di Bandung menempati salah satu gedung peninggalan Belanda dan masih terawat dengan baik dan sekarang sedang berlangsung pemugaran dan belum selesai.
Yang dulunya didalam itu terdapat beberapa belas loket sekarang dibuat minimalis dan banyak area yang tidak terpakai. Dan itu membuat kesan luas. Ditunggu selesai pemugaran nya.",positive
Gedungnya antik dan luas..loketnya banyak tapi banyak yang kosong juga.,positive
nyaman dan gedung tua bersejarah seperti sedang liburan dgn aktivitas kerja harian. sering dijadikan destinasi wisata utk turis asing di asia afrika,positive
Fasilitas yang jauh lebih baik dari sebelumnya. Terima kasih POS Indonesia telah melakukan renovasi.,positive
Pengiriman 💸 tetap aman and amanah.semoga ke depannya lebih baik lagi. …,positive
"Pelayanan sat set wat wet,sabtu minggu buka
1 menit lgsung cair",positive
"Beli Perangko, pembayaran, beli ""Meterai""",positive
Beneran sat set wat wet co ambil bsu,positive
Minuman yang enak,positive
MoneyGram kirim uang ke luar negeri hadir di sini,positive
Ramah banget petugasnya,positive
"Masih bertahan di tengah bisnis nan begitu cepat,",positive
"Tempat jasa yg baik,cepat,tepat, lokasi strategis,pelayanan yg baik,ramah,cepat tanggap, tempat parkir luas,ruangan sejuk,rapih,bersih",positive
"Lagi cari tmpat ngirim uang tnpa rek bank, eh disini ada wesel lokal, pelayanan cepat dan aman jg..
Buka sampai jam 8 malam.. the best🙏👍🏻
Kantor pos besar pinggir jalan, dan masi aktif …",positive
Pelayananya sangat ramah dan cepat.,positive
Selamat siang ibu/bpk Untuk pengambilan BSU di hari sabtu dan minggu apakah bisa trimaksih,positive
"Pelayanan cepat tanpa antrian, parkiran luas  dan mudah, loket pelayanan cukup banyak 10 loket",positive
"pencairan BSU disini sabtu minggu buka, sy malem minggu kesini prosesnya sat set wat wet krn memang kebetulan lg sepi juga, petugasnya ramah dan informatif. terima kasih",positive
Sangat Menambah pengalaman,positive
Kecewa sekali sama kurir pos yg tdk menelpon terlebih dahulu sblm di antar paket nya.,negative
Barang saya blm di antar sampay skrang uda seminggu dan itu makanan klu ngak mau di antar di tlvn jangan di biarin aja,negative
"Kantor buruk, pekerja buruk.. Tidak pernah menjawab telepon, tertunda berhari-hari atau berminggu-minggu untuk mengirimkan paket.",negative
"Ini pengalaman pertma saya mgunakan jasa pos, biasanya JNE atu Tiki. Saya coba pakai POS disayangkan Pelayanan kurang pas, tidak sesuai estimasi pengiriman. Hari ini saya tlfn dua kali katanya barang akn segera dikirim. Ternyta smpe sekrng blm dikirim. Solo - madiun butuh wktu hmpir satu minggu. Menngecewakan.",negative
"Sangaat memalukan sekali pelayananya.
Paket sudah di kantor pos purwokerto 1 minggu, tapi tetap tidak dihantar ke kantor pos kecamatan.
Alasanya karena hanya 1 minggu sekali ada mobil yang drop barang.
BUMN ini lho, pelayananya sangat memalukan sekali. Kalau ada pelaporan EMS internasional, saya pasti akan melaporkanya.
Dasar pemalas, makan gaji buta...!!!",negative
"Sangat disayangkan mengapa kurir milik negara kurang dalam pelayananan dan pengantaran paket masih slow bgt.
Kalah sama xpdc swasta...
Mohon ditingkatkan lagi.
Dan jika penerima perlu mengambil paketan seharusnya dikabari bukan didiamkan saja tanpa status kepastian mau diantar apa diambil gitu...
Mohon diperhatikan ya boss pos ...thanks",negative
"Pelayanan Buruk, Lama Proses Ngantrinya, tidak ada nomor urut jadi harus berdiri lama... Udah 2x pasti lebih dari 15 menit... Satu kali lagi udah 30 menit lebih dan ternyata error disuruh kembali lagi besok",negative
"Gk berguna bgt ini pos, paketan smpai saat ini blm nyampe2 juga.. Kurirnya gmn sh lemot+lelet bgt nganter barang doang gk nyampe2 juga smpai saat ini .. Jadi kurir tuh hrus cekatan alias cpetan ngantern barang ke pelanggang, biar pelanggang gk merasa kecewa",negative
Kecewa,negative
Telpon tdk bs...ganti donk,negative
Pengalaman pelayanan yang buruk,negative
"Custmer service nya kurang ramah. Saya telp,blm selesai ngomong udah di tutup, salam gak di jawab",negative
Jam buka dan tutup tidak sesuai aturan,negative
Saya sangat kecewa dgn pelayanan disini. Ktp saya daerah karawang .jawa barat. Saya dtang ke solo utk mendaftarkan anak saya di UMS. Sya dipersulit utk mengambil western union disini dgn teller yg bernama. Dona. Sangat amat dipersulit. Padahal sya mau ambil kitiman suami sya dr amerika utk biaya kuliah anak saya,negative
"Saya telpon kantor pos ujung tanjung malah dijawab kantor pos solo
Lalu saya jawab kalo pun ini kantor pos solo tolong di beritahukan ke kantor pos ujung tanjung paket saya segera di antar
Kan uda ada alamat dan no.hp, knp mesti di tahan2 dikantor sih.
Penipu berat kalian!!!
Paket saya uda sampai tapi malaes banget ngantar nya
Kerja yg bagus dong",negative
Susah dihubungi...tidak ada yang angkat,negative
"Pelayanan buruk, abal abal
Nama aja bumn tpi kek ... Ahhh sudahlah",negative
Jelek banget pelayanannya...dan call center sama sekali cuma tulisan angka doang yang sama sekali gak bisa diakses....paket lama sekali baru sampai..,negative
"Udah 3hari paket saya di kantor Tangerang sampe skrng blm juga sampai, apaan ini pelayanannya? Apa mobil pengangkut barangnya cuman satu doang ya?  Atau emang mau nganterin paket yg deket dlu? Saya nih jauh tmpat nya dari daan mogot walaupun saya ambil barangnya kesitu beangnya ga kecil, coba dong? Saya baru kali ini kirim barang pake POS INDONESIA tapi alhasil pelayanan nya buruk skali",negative
"barang dari seller sudah sampai disana tapi tidak diantar juga, telp gak diangkat...",negative
Parah..ga bisa di harapkan..paket dari tgl 16 lum nyampe..hadeh...dah satu aja bimtang nya....,negative
"gimana sih POS INDONESIA,kka saya ngirim barang dari hari Sabtu TGL 23-12-17 SAMPAIIIIIIIIIII SEKARANG BARANG SAYA BELUM SAMPE.

SAYA UDAH KASIH ALAMAT PERUSAAN SAYA,KENAPA ITU????????

TOLONG JELASKAN?",negative
status barang pesanan saya udah di kantor pos Cabang Tangerang 15000 pas di samperin ke sana dibilang sama CS nya sekarang udh ga disitu lg buat pengambilan barang pesanan khusus buat pengiriman aja...kok jd nya aneh yah... padahal jelas-jelas barang nya udh sampe cma mw di ambil sendiri berhubung ga dikirim2 sama kurir nya...tolong dong petugas jgn buang kepercayaan konsumen sama mitra2 yg kerjasama sama  Kantor Pos Indonesia...,negative
"Barang kiriman saya sampai sekarang belum sampai ke saya,  padahal di cek online sudah sampai Tangerang tgl 28 juli 2017
Kalau dihubungi tidak pernah diangkat,  apa gunanya no telepon di pantengin di website
Saya mau langsung datang ke kantor pos Tangerang hari sabtu ini, perlu banget kejelasannya kenapa paket yg sekecil itu doang lama banget kelarnya",negative
"Mengecewakan sekali!!!!!
Udah bayar mahal.. Tapi tetap gak ditingkatkan pelayanannya. Masa harus ambil ke posnya.. Resek bnget..!!!!",negative
"Tolong kurirnya yg ngga niat kerja diganti saja, kalo ngga mau ngirim ke alamat suruh telp penerima biar diambil 👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻 …",negative
"Kecewa. Payah!
Saya kirim barang dari Palembang, ternyata ga bisa sampai satu hari (paket express) ke Klaten. Akhirnya dipindah jalur ke Yogyakarta untuk diambil langsung, dan bisa-bisanya nomor telepon penerima salah padahal di resi sudah benar. Akhirnya paket telat diambil dan makanan yg dikirim terancam busuk.",negative
slow respon :(,negative
Sudah ditelp beberapa kali tidak pernah diangkat (tgl 25/03/2018 jam 16:11). Harap no telp dirubah agar customer bisa dilayani dengan bagus dan memuaskan.,negative
"Layanan pengiriman paket kurang cepat, hanya di layani 1 SDM. Saya menunggu hingga 1 jam karena di dahului oleh 2 orang pengantri yang baru datang dengan paket yang lebih besar dengan proses yang lama. Bagi saya waktu adalah uang",negative
"Kenapa bulan"" ini paket kantor pos di persulit sapai barang sayah dari luar indo di tahan padahal barang tersebut bukan ilegal atw hasil curian, tolong di perhatikan.sayah kecewe dengan kantor pos! Tolong hubungi sayah!",negative
Jauh dari perkiraan sampainya barang menggunakan pos express,negative
Pelayanan call center nya jelek banget masa dari jam 10 pagi sampai jam 14:00 siang saya telfon sibuk terus pelananan nya sangat buruk pada hal saya hanya mau mastiin paket yang sya kirim sudah sampai dimana..?,negative
Tidak pernah bisa menggunakan western union di sini karena mereka selalu mengatakan sistem menunjukkan kesalahan. Untuk western union ke JNE saja.,negative
"Belom jam 6 udah tutup, WU offline mulu... Mending bubar aja lah kalian",negative
Kurirnya ga profesional posisi sy sedang tidak ada dirmh tapi msh ada org rumah sy. Kalau ragu harusnya telpon ke no sy konfirmasi apa benar tu rumah sy atau bukan .Percuma dicantumin no telpon penerima klo ga dimanfaatin .Apa karyawan pos indonesia ga sanggup beli pulsa ?Tlp ke whatsapp jg bisa kali .kecewa banget sama pelayanan pos .klo ky gini bakalan banyak pengangguran dr pt pos karna gulung tikar,negative
"Layanan buruk. Layanan pelanggan memberi tahu saya paket saya di sini. Pas saya kesini, katanya paket saya bukan di sini tapi di kantor pos Bantargebang. Bahkan permintaan maaf pun tidak diberitahukan. Perlu BANYAK perbaikan. Tempat parkir hanya beberapa. Untungnya AC tersedia di dalam LOL",negative
CS NYA KNP SUSAH BGT DIHUBUNGI,negative
"Kurirnya males-males, pelayanan buruk",negative
"Kurir nya ga sopan ,marah"" ga jelas ,sudah jelas di jam kerja malah ngancem"" paket saya mau dibalikin lagi",negative
"Sangat buruk dan mengecewakan saya, karena barang saya belum sampai ke tangan saya, padahal saya memakai jasa pengiriman kilat 1 hari sampai,  nyatanya hingga saat ini belum barang yang saya pesan belum kunjung datang. Coba saya lacak kiriman malah dilempar ke sana dan ke sini. Saya rela-relain berangkat ke kantor agak siangan untuk paket saya, tetapi hasilnya nihil alias zonk. Jika kedepannya masih begini gimana nasib yang lainnya terima kasih",negative
Teruntuk teller yang bernama DAENI..SANGAT2 BURUK PELAYANAN NYA..SAMA SATU LAGI TELLER NYA YANG PAKAI KERUDUNG DENGAN TIDAK SOPAN MENUKARKAN UANG YANG SUDAH SAYA TERIMA TANPA IZIN TERLEBIH DAHULU DI SAAT SAYA SEDANG MENGHITUNG UANG!!,negative
karyawan baru sangat kasar.,negative
bagi yg pertama ke kantor pos pasti bngung karena satpam duduk duduk tanpa tanya keperluan kita lalu ketika di tanya jawabanya tidak ramah,negative
Apa gunanya punya nomor telepon kalau gak diangkat-angkat?,negative
"Payah bgt. Mau ngedrop zalora jam 17.00 hr sabtu ga bs krn petugasnya SUDAH PULANG. Disarankan hari SENIN sth jam 11, krn petugasnya BARU DATANG jam segitu. Lalu hanya sampai jam 18.00 setelah itu petugasnya PULANG. Payah.

Sebelumnya ditelfon2 berbelas kali juga ga diangkat2. Super payah.",negative
"Sudah Pakai Paket Tipe ""Kilat Khusus"" masih saja lama sampai.. Semakin parah saja Pos Indonesia ini pelayanannya.
Kilatnya kemana ?
Khususnya dimana ?",negative
"Pak jokwi yg terhormat,,mohon pos indonesia d bekukan/d bubarkan kayaknya udah g ada gunanya ada pos indonesia,,karena simten kerjanya udah gak kompeten,udah banyak keluhan,kiriman yg biasanya 3- 4 hari nyampek,sekarang bisa seminggu atau bisa sebulan....jadi gak ada sistem kerja yg bagus,,malah semakin buruk pelayanannya,,mohon d tanggapi serius...",negative
